"ligation_id","digest_id","date",DNA,vol_in,water,barcode_num,"pool","well","plate","notes","regeno","total_reads","lack_rad_tag","low_quality","retained","correction","corr_message","corr_editor","corr_date"
"L4288","D5749","2018-08-21",150,18.2,4,25,"P120","A10","L4216-L4311",NULL,NULL,"381426","1416","16329","361625",NULL,NULL,NULL,NULL
"L4289","D5764","2018-08-21",150,21,1.2,26,"P120","B10","L4216-L4311",NULL,NULL,"265523","8637","11012","244689",NULL,NULL,NULL,NULL
"L4290","D5768","2018-08-21",150,16.6,5.6,27,"P120","C10","L4216-L4311",NULL,NULL,"198031","1585","9025","186472",NULL,NULL,NULL,NULL
"L4291","D5769","2018-08-21",150,16.7,5.5,28,"P120","D10","L4216-L4311",NULL,NULL,"317840","3969","14614","297673",NULL,NULL,NULL,NULL
"L4292","D5770","2018-08-21",150,19.7,2.5,29,"P120","E10","L4216-L4311",NULL,NULL,"256394","1043","11163","242847",NULL,NULL,NULL,NULL
"L4293","D5771","2018-08-21",150,20,2.2,30,"P120","F10","L4216-L4311",NULL,NULL,"244345","1238","11378","230509",NULL,NULL,NULL,NULL
"L4294","D5782","2018-08-21",150,19.2,3,31,"P120","G10","L4216-L4311",NULL,NULL,"276853","2369","11911","261152",NULL,NULL,NULL,NULL
"L4295","D5786","2018-08-21",150,19.1,3.1,32,"P120","H10","L4216-L4311",NULL,NULL,"271252","2273","12794","254807",NULL,NULL,NULL,NULL
"L4296","D5800","2018-08-21",150,21.5,0.7,33,"P120","A11","L4216-L4311",NULL,NULL,"228773","1306","10991","215235",NULL,NULL,NULL,NULL
"L4297","D5801","2018-08-21",150,19.7,2.5,34,"P120","B11","L4216-L4311",NULL,NULL,"242484","3006","10225","227929",NULL,NULL,NULL,NULL
"L4298","D5806","2018-08-21",150,18.4,3.8,35,"P120","C11","L4216-L4311",NULL,NULL,"252705","1547","10300","239581",NULL,NULL,NULL,NULL
"L4299","D5807","2018-08-21",150,18.6,3.6,36,"P120","D11","L4216-L4311",NULL,NULL,"268933","1297","11667","254564",NULL,NULL,NULL,NULL
"L4300","D5808","2018-08-21",150,19,3.2,37,"P120","E11","L4216-L4311",NULL,NULL,"225097","1451","8265","214189",NULL,NULL,NULL,NULL
"L4301","D5811","2018-08-21",150,17.1,5.1,38,"P120","F11","L4216-L4311",NULL,NULL,"73854","728","2404","70433",NULL,NULL,NULL,NULL
"L4302","D5813","2018-08-21",150,17.7,4.5,39,"P120","G11","L4216-L4311",NULL,NULL,"239200","1243","9904","226762",NULL,NULL,NULL,NULL
"L4303","D5815","2018-08-21",150,20,2.2,40,"P120","H11","L4216-L4311",NULL,NULL,"291900","1266","12565","276661",NULL,NULL,NULL,NULL
"L4304","D5818","2018-08-21",150,20.2,2,41,"P120","A12","L4216-L4311",NULL,NULL,"59901","658","1774","57190",NULL,NULL,NULL,NULL
"L4305","D5825","2018-08-21",150,18.1,4.1,42,"P120","B12","L4216-L4311",NULL,NULL,"73590","817","2181","70290",NULL,NULL,NULL,NULL
"L4306","D5842","2018-08-21",150,21.7,0.5,43,"P120","C12","L4216-L4311",NULL,NULL,"198837","927","7923","188975",NULL,NULL,NULL,NULL
"L4307","D5846","2018-08-21",150,18.6,3.6,44,"P120","D12","L4216-L4311",NULL,NULL,"80317","889","2579","76574",NULL,NULL,NULL,NULL
"L4308","D5847","2018-08-21",150,19.6,2.6,45,"P120","E12","L4216-L4311",NULL,NULL,"193700","1258","8277","183341",NULL,NULL,NULL,NULL
"L4309","D5848","2018-08-21",150,19.5,2.7,46,"P120","F12","L4216-L4311",NULL,NULL,"67732","465","2151","64841",NULL,NULL,NULL,NULL
"L4310","D5851","2018-08-21",150,17,5.2,47,"P120","G12","L4216-L4311",NULL,NULL,"187475","1316","7728","177452",NULL,NULL,NULL,NULL
"L4311","D5852","2018-08-21",150,17.3,4.9,48,"P120","H12","L4216-L4311",NULL,NULL,"307434","1224","12169","292413",NULL,NULL,NULL,NULL
"L4312","D5854","2018-08-21",150,17,5.2,1,"P121","A1","L4312-L4407",NULL,NULL,"261655","1890","13546","244952",NULL,NULL,NULL,NULL
"L4313","D5858","2018-08-21",150,17.7,4.5,2,"P121","B1","L4312-L4407",NULL,NULL,"240817","1956","12428","225343",NULL,NULL,NULL,NULL
"L4314","D5860","2018-08-21",150,21.2,1,3,"P121","C1","L4312-L4407",NULL,NULL,"194314","1014","9709","182644",NULL,NULL,NULL,NULL
"L4315","D5864","2018-08-21",150,19.7,2.5,4,"P121","D1","L4312-L4407",NULL,NULL,"161815","1519","9054","150403",NULL,NULL,NULL,NULL
"L4316","D5867","2018-08-21",150,21.1,1.1,5,"P121","E1","L4312-L4407",NULL,NULL,"151696","1247","8234","141421",NULL,NULL,NULL,NULL
"L4317","D5880","2018-08-21",150,17.4,4.8,6,"P121","F1","L4312-L4407",NULL,NULL,"589","216","38","333",NULL,NULL,NULL,NULL
"L4318","D5883","2018-08-21",150,19.6,2.6,7,"P121","G1","L4312-L4407",NULL,NULL,"275","58","53","163",NULL,NULL,NULL,NULL
"L4319","D5916","2018-08-21",150,18.6,3.6,8,"P121","H1","L4312-L4407",NULL,NULL,"1463","1161","38","264",NULL,NULL,NULL,NULL
"L4320","D5938","2018-08-21",150,17.3,4.9,9,"P121","A2","L4312-L4407",NULL,NULL,"2457","2101","27","326",NULL,NULL,NULL,NULL
"L4321","D5944","2018-08-21",150,18.7,3.5,10,"P121","B2","L4312-L4407",NULL,NULL,"1735","524","241","962",NULL,NULL,NULL,NULL
"L4322","D5947","2018-08-21",150,17.2,5,11,"P121","C2","L4312-L4407",NULL,NULL,"787","349","44","394",NULL,NULL,NULL,NULL
"L4323","D5950","2018-08-21",150,16.7,5.5,12,"P121","D2","L4312-L4407",NULL,NULL,"151138","1829","7047","141429",NULL,NULL,NULL,NULL
"L4324","D5951","2018-08-21",150,17.9,4.3,13,"P121","E2","L4312-L4407",NULL,NULL,"266177","1796","11556","251453",NULL,NULL,NULL,NULL
"L4325","D5955","2018-08-21",150,20.9,1.3,14,"P121","F2","L4312-L4407",NULL,NULL,"213705","1344","8411","202856",NULL,NULL,NULL,NULL
"L4326","D5964","2018-08-21",150,21.2,1,15,"P121","G2","L4312-L4407",NULL,NULL,"248746","1531","13653","232234",NULL,NULL,NULL,NULL
"L4327","D5965","2018-08-21",150,20.1,2.1,16,"P121","H2","L4312-L4407",NULL,NULL,"260593","3118","14524","241692",NULL,NULL,NULL,NULL
"L4328","D5966","2018-08-21",150,18.7,3.5,17,"P121","A3","L4312-L4407",NULL,NULL,"296280","3304","16928","274615",NULL,NULL,NULL,NULL
"L4329","D5969","2018-08-21",150,17.6,4.6,18,"P121","B3","L4312-L4407",NULL,NULL,"201065","2959","10418","186644",NULL,NULL,NULL,NULL
"L4330","D5996","2018-08-21",150,18.1,4.1,19,"P121","C3","L4312-L4407",NULL,NULL,"226030","2526","12921","209417",NULL,NULL,NULL,NULL
"L4331","D6045","2018-08-21",150,16.9,5.3,20,"P121","D3","L4312-L4407",NULL,NULL,"207267","2226","11949","191989",NULL,NULL,NULL,NULL
"L4332","D6046","2018-08-21",150,20,2.2,21,"P121","E3","L4312-L4407",NULL,NULL,"242127","3890","11782","225174",NULL,NULL,NULL,NULL
"L4333","D6048","2018-08-21",150,20.6,1.6,22,"P121","F3","L4312-L4407",NULL,NULL,"259153","1946","13898","242055",NULL,NULL,NULL,NULL
"L4334","D6049","2018-08-21",150,21.8,0.4,23,"P121","G3","L4312-L4407",NULL,NULL,"187456","3417","10215","172884",NULL,NULL,NULL,NULL
"L4335","D6063","2018-08-21",150,20,2.2,24,"P121","H3","L4312-L4407",NULL,NULL,"136866","3006","9652","123532",NULL,NULL,NULL,NULL
"L4336","D6065","2018-08-21",150,20.2,2,25,"P121","A4","L4312-L4407",NULL,NULL,"214373","2769","12858","197723",NULL,NULL,NULL,NULL
"L4337","D6073","2018-08-21",150,19.1,3.1,26,"P121","B4","L4312-L4407",NULL,NULL,"290266","8664","11970","268143",NULL,NULL,NULL,NULL
"L4338","D6078","2018-08-21",150,20.9,1.3,27,"P121","C4","L4312-L4407",NULL,NULL,"243016","2039","11911","227740",NULL,NULL,NULL,NULL
"L4339","D6079","2018-08-21",150,20.7,1.5,28,"P121","D4","L4312-L4407",NULL,NULL,"254404","3058","12456","237582",NULL,NULL,NULL,NULL
"L4340","D6087","2018-08-21",150,21.8,0.4,29,"P121","E4","L4312-L4407",NULL,NULL,"268848","1257","14081","252351",NULL,NULL,NULL,NULL
"L4341","D6105","2018-08-21",150,19.3,2.9,30,"P121","F4","L4312-L4407",NULL,NULL,"247526","6830","13742","225861",NULL,NULL,NULL,NULL
"L4342","D6106","2018-08-21",150,17.5,4.7,31,"P121","G4","L4312-L4407",NULL,NULL,"213541","5065","14536","192981",NULL,NULL,NULL,NULL
"L4343","D6107","2018-08-21",150,17.3,4.9,32,"P121","H4","L4312-L4407",NULL,NULL,"300846","5801","20194","273359",NULL,NULL,NULL,NULL
"L4344","D6108","2018-08-21",150,22,0.2,33,"P121","A5","L4312-L4407",NULL,NULL,"284524","2712","14682","265722",NULL,NULL,NULL,NULL
"L4345","D6111","2018-08-21",150,17.1,5.1,34,"P121","B5","L4312-L4407",NULL,NULL,"277490","5932","15276","254785",NULL,NULL,NULL,NULL
"L4346","D6125","2018-08-21",150,19.6,2.6,35,"P121","C5","L4312-L4407",NULL,NULL,"239984","4674","13903","220295",NULL,NULL,NULL,NULL
"L4347","D6126","2018-08-21",150,21.5,0.7,36,"P121","D5","L4312-L4407",NULL,NULL,"253607","2432","15539","234339",NULL,NULL,NULL,NULL
"L4348","D6133","2018-08-21",150,20.7,1.5,37,"P121","E5","L4312-L4407",NULL,NULL,"123662","1430","8434","113226",NULL,NULL,NULL,NULL
"L4349","D6134","2018-08-21",150,20.5,1.7,38,"P121","F5","L4312-L4407",NULL,NULL,"214045","2046","12510","198402",NULL,NULL,NULL,NULL
"L4350","D6137","2018-08-21",150,20.8,1.4,39,"P121","G5","L4312-L4407",NULL,NULL,"230623","3894","13181","212402",NULL,NULL,NULL,NULL
"L4351","D6152","2018-08-21",150,18.6,3.6,40,"P121","H5","L4312-L4407",NULL,NULL,"229100","3861","11676","212370",NULL,NULL,NULL,NULL
"L4352","D6153","2018-08-21",150,21.4,0.8,41,"P121","A6","L4312-L4407",NULL,NULL,"238890","3150","11504","223170",NULL,NULL,NULL,NULL
"L4353","D6159","2018-08-21",150,19.5,2.7,42,"P121","B6","L4312-L4407",NULL,NULL,"323712","2800","16527","302637",NULL,NULL,NULL,NULL
"L4354","D6213","2018-08-21",150,16.9,5.3,43,"P121","C6","L4312-L4407",NULL,NULL,"290083","2002","15540","271099",NULL,NULL,NULL,NULL
"L4355","D6214","2018-08-21",150,22,0.2,44,"P121","D6","L4312-L4407",NULL,NULL,"302053","2902","17311","280374",NULL,NULL,NULL,NULL
"L4356","D6227","2018-08-21",150,19.7,2.5,45,"P121","E6","L4312-L4407",NULL,NULL,"245069","2271","13821","227798",NULL,NULL,NULL,NULL
"L4357","D6265","2018-08-21",150,20.7,1.5,46,"P121","F6","L4312-L4407",NULL,NULL,"249705","1797","12884","233709",NULL,NULL,NULL,NULL
"L4358","D6280","2018-08-21",150,21.2,1,47,"P121","G6","L4312-L4407",NULL,NULL,"181572","990","7154","172449",NULL,NULL,NULL,NULL
"L4359","D6300","2018-08-21",150,17.3,4.9,48,"P121","H6","L4312-L4407",NULL,NULL,"101248","1512","5543","93701",NULL,NULL,NULL,NULL
"L4360","D4595","2018-08-21",100,15,7.2,1,"P122","A7","L4312-L4407",NULL,NULL,"35522","721","2053","32568",NULL,NULL,NULL,NULL
"L4361","D3358","2018-08-21",100,19.9,2.3,2,"P122","B7","L4312-L4407",NULL,NULL,"188871","927","14069","172942",NULL,NULL,NULL,NULL
"L4362","D3369","2018-08-21",100,20.1,2.1,3,"P122","C7","L4312-L4407",NULL,NULL,"169868","924","12261","155877",NULL,NULL,NULL,NULL
"L4363","D3388","2018-08-21",100,15,7.2,4,"P122","D7","L4312-L4407",NULL,NULL,"173959","971","12910","159229",NULL,NULL,NULL,NULL
"L4364","D3394","2018-08-21",100,19.3,2.9,5,"P122","E7","L4312-L4407",NULL,NULL,"140434","1150","9452","129166",NULL,NULL,NULL,NULL
"L4365","D3407","2018-08-21",100,21.1,1.1,6,"P122","F7","L4312-L4407",NULL,NULL,"140022","530","9053","129821",NULL,NULL,NULL,NULL
"L4366","D3417","2018-08-21",100,19.9,2.3,7,"P122","G7","L4312-L4407",NULL,NULL,"104872","760","7321","96251",NULL,NULL,NULL,NULL
"L4367","D3427","2018-08-21",100,20.2,2,8,"P122","H7","L4312-L4407",NULL,NULL,"221012","1622","14225","204091",NULL,NULL,NULL,NULL
"L4368","D3428","2018-08-21",100,19.7,2.5,9,"P122","A8","L4312-L4407",NULL,NULL,"204147","5477","13136","184601",NULL,NULL,NULL,NULL
"L4369","D3436","2018-08-21",100,16.1,6.1,10,"P122","B8","L4312-L4407",NULL,NULL,"180633","1117","13072","165517",NULL,NULL,NULL,NULL
"L4370","D3451","2018-08-21",100,15.1,7.1,11,"P122","C8","L4312-L4407",NULL,NULL,"163630","1469","13116","148301",NULL,NULL,NULL,NULL
"L4371","D3453","2018-08-21",100,21.4,0.8,12,"P122","D8","L4312-L4407",NULL,NULL,"180082","1588","12430","165174",NULL,NULL,NULL,NULL
"L4372","D3454","2018-08-21",100,16.5,5.7,13,"P122","E8","L4312-L4407",NULL,NULL,"136792","1327","10691","124129",NULL,NULL,NULL,NULL
"L4373","D3462","2018-08-21",100,17,5.2,14,"P122","F8","L4312-L4407",NULL,NULL,"189976","1186","10786","177120",NULL,NULL,NULL,NULL
"L4374","D3471","2018-08-21",100,17.4,4.8,15,"P122","G8","L4312-L4407",NULL,NULL,"142271","1235","13114","127259",NULL,NULL,NULL,NULL
"L4375","D3480","2018-08-21",100,15.7,6.5,16,"P122","H8","L4312-L4407",NULL,NULL,"180908","1158","14095","164806",NULL,NULL,NULL,NULL
"L4376","D3492","2018-08-21",100,17.5,4.7,17,"P122","A9","L4312-L4407",NULL,NULL,"189422","1138","10398","177073",NULL,NULL,NULL,NULL
"L4377","D3506","2018-08-21",100,20,2.2,18,"P122","B9","L4312-L4407",NULL,NULL,"163302","1142","11353","150064",NULL,NULL,NULL,NULL
"L4378","D3511","2018-08-21",100,17.1,5.1,19,"P122","C9","L4312-L4407",NULL,NULL,"120799","1277","8992","109952",NULL,NULL,NULL,NULL
"L4379","D3525","2018-08-21",100,17.2,5,20,"P122","D9","L4312-L4407",NULL,NULL,"105662","1043","7798","96321",NULL,NULL,NULL,NULL
"L4380","D3527","2018-08-21",100,21.4,0.8,21,"P122","E9","L4312-L4407",NULL,NULL,"146250","1575","12704","131352",NULL,NULL,NULL,NULL
"L4381","D3548","2018-08-21",100,14.9,7.3,22,"P122","F9","L4312-L4407",NULL,NULL,"387943","2487","41244","342456",NULL,NULL,NULL,NULL
"L4382","D3551","2018-08-21",100,17.2,5,23,"P122","G9","L4312-L4407",NULL,NULL,"402512","2237","43296","355069",NULL,NULL,NULL,NULL
"L4383","D3559","2018-08-21",100,15.8,6.4,24,"P122","H9","L4312-L4407",NULL,NULL,"337816","1597","26932","307673",NULL,NULL,NULL,NULL
"L4384","D3619","2018-08-21",100,17.5,4.7,25,"P122","A10","L4312-L4407",NULL,NULL,"179335","667","11553","166172",NULL,NULL,NULL,NULL
"L4385","D3673","2018-08-21",100,18,4.2,26,"P122","B10","L4312-L4407",NULL,NULL,"67911","6456","2922","58235",NULL,NULL,NULL,NULL
"L4386","D3690","2018-08-21",100,20.6,1.6,27,"P122","C10","L4312-L4407",NULL,NULL,"383865","2714","26181","353108",NULL,NULL,NULL,NULL
"L4387","D3693","2018-08-21",100,16.5,5.7,28,"P122","D10","L4312-L4407",NULL,NULL,"442701","4264","37941","398258",NULL,NULL,NULL,NULL
"L4388","D3707","2018-08-21",100,18.7,3.5,29,"P122","E10","L4312-L4407",NULL,NULL,"255372","1299","17185","235663",NULL,NULL,NULL,NULL
"L4389","D3769","2018-08-21",100,18,4.2,30,"P122","F10","L4312-L4407",NULL,NULL,"129945","1074","10845","117437",NULL,NULL,NULL,NULL
"L4390","D3786","2018-08-21",100,20.6,1.6,31,"P122","G10","L4312-L4407",NULL,NULL,"146748","778","10048","135168",NULL,NULL,NULL,NULL
"L4391","D3789","2018-08-21",100,16.5,5.7,32,"P122","H10","L4312-L4407",NULL,NULL,"151919","628","13152","137401",NULL,NULL,NULL,NULL
"L4392","D3803","2018-08-21",100,18.7,3.5,33,"P122","A11","L4312-L4407",NULL,NULL,"129819","567","10561","118087",NULL,NULL,NULL,NULL
"L4393","D3922","2018-08-21",100,19.5,2.7,34,"P122","B11","L4312-L4407",NULL,NULL,"204038","982","13333","188694",NULL,NULL,NULL,NULL
"L4394","D3938","2018-08-21",100,17,5.2,35,"P122","C11","L4312-L4407",NULL,NULL,"230690","1216","13212","215167",NULL,NULL,NULL,NULL
"L4395","D3951","2018-08-21",100,15,7.2,36,"P122","D11","L4312-L4407",NULL,NULL,"202890","1150","15863","184966",NULL,NULL,NULL,NULL
"L4396","D3953","2018-08-21",100,15.3,6.9,37,"P122","E11","L4312-L4407",NULL,NULL,"70032","561","4250","64865",NULL,NULL,NULL,NULL
"L4397","D3955","2018-08-21",100,20.2,2,38,"P122","F11","L4312-L4407",NULL,NULL,"141957","891","9847","130479",NULL,NULL,NULL,NULL
"L4398","D3956","2018-08-21",100,14.9,7.3,39,"P122","G11","L4312-L4407",NULL,NULL,"167148","896","12142","153372",NULL,NULL,NULL,NULL
"L4399","D3957","2018-08-21",100,17.1,5.1,40,"P122","H11","L4312-L4407",NULL,NULL,"155858","808","11643","142701",NULL,NULL,NULL,NULL
"L4400","D3965","2018-08-21",100,14.9,7.3,41,"P122","A12","L4312-L4407",NULL,NULL,"67109","472","3364","62933",NULL,NULL,NULL,NULL
"L4401","D3968","2018-08-21",100,22,0.2,42,"P122","B12","L4312-L4407",NULL,NULL,"175637","1577","12213","161034",NULL,NULL,NULL,NULL
"L4402","D3971","2018-08-21",100,20.3,1.9,43,"P122","C12","L4312-L4407",NULL,NULL,"92722","506","4370","87366",NULL,NULL,NULL,NULL
"L4403","D4004","2018-08-21",100,15,7.2,44,"P122","D12","L4312-L4407",NULL,NULL,"192642","1293","11901","178574",NULL,NULL,NULL,NULL
"L4404","D4017","2018-08-21",100,19.5,2.7,45,"P122","E12","L4312-L4407",NULL,NULL,"141542","2895","12487","125546",NULL,NULL,NULL,NULL
"L4405","D4022","2018-08-21",100,19.1,3.1,46,"P122","F12","L4312-L4407",NULL,NULL,"199660","1380","10456","186785",NULL,NULL,NULL,NULL
"L4406","D4034","2018-08-21",100,16.2,6,47,"P122","G12","L4312-L4407",NULL,NULL,"123467","866","7360","114596",NULL,NULL,NULL,NULL
"L4407","D4053","2018-08-21",100,21.8,0.4,48,"P122","H12","L4312-L4407",NULL,NULL,"149173","948","7609","139931",NULL,NULL,NULL,NULL
"L4504","D4590","2018-08-21",100,14.9,7.3,1,"P123","A1","L4504-L4599",NULL,NULL,"25942","258","1540","24036",NULL,NULL,NULL,NULL
"L4505","D4058","2018-08-21",100,19.3,2.9,2,"P123","B1","L4504-L4599",NULL,NULL,"208572","1688","10621","195307",NULL,NULL,NULL,NULL
"L4506","D4095","2018-08-21",100,15.7,6.5,3,"P123","C1","L4504-L4599",NULL,NULL,"174007","867","8337","163952",NULL,NULL,NULL,NULL
"L4507","D4112","2018-08-21",100,16.6,5.6,4,"P123","D1","L4504-L4599",NULL,NULL,"129571","923","9907","118181",NULL,NULL,NULL,NULL
"L4508","D4138","2018-08-21",100,17.4,4.8,5,"P123","E1","L4504-L4599",NULL,NULL,"88565","758","5667","81733",NULL,NULL,NULL,NULL
"L4509","D4148","2018-08-21",100,15.5,6.7,6,"P123","F1","L4504-L4599",NULL,NULL,"175724","705","10559","163590",NULL,NULL,NULL,NULL
"L4510","D4149","2018-08-21",100,14.8,7.4,7,"P123","G1","L4504-L4599",NULL,NULL,"145659","529","7230","137178",NULL,NULL,NULL,NULL
"L4511","D4152","2018-08-21",100,17.8,4.4,8,"P123","H1","L4504-L4599",NULL,NULL,"206368","1794","10467","193140",NULL,NULL,NULL,NULL
"L4512","D4172","2018-08-21",100,16.4,5.8,9,"P123","A2","L4504-L4599",NULL,NULL,"299634","3628","18658","275933",NULL,NULL,NULL,NULL
"L4513","D4182","2018-08-21",100,17.8,4.4,10,"P123","B2","L4504-L4599",NULL,NULL,"301190","1470","17205","281040",NULL,NULL,NULL,NULL
"L4514","D4187","2018-08-21",100,15.4,6.8,11,"P123","C2","L4504-L4599",NULL,NULL,"240519","1197","13433","224833",NULL,NULL,NULL,NULL
"L4515","D4195","2018-08-21",100,16.1,6.1,12,"P123","D2","L4504-L4599",NULL,NULL,"265403","2380","17500","244332",NULL,NULL,NULL,NULL
"L4516","D4199","2018-08-21",100,21.1,1.1,13,"P123","E2","L4504-L4599",NULL,NULL,"122765","3934","12234","106116",NULL,NULL,NULL,NULL
"L4517","D4230","2018-08-21",100,17.6,4.6,14,"P123","F2","L4504-L4599",NULL,NULL,"252351","1501","12373","237289",NULL,NULL,NULL,NULL
"L4518","D4268","2018-08-21",100,15.6,6.6,15,"P123","G2","L4504-L4599",NULL,NULL,"62287","420","4012","57594",NULL,NULL,NULL,NULL
"L4519","D4275","2018-08-21",100,15.1,7.1,16,"P123","H2","L4504-L4599",NULL,NULL,"156956","1788","11431","142943",NULL,NULL,NULL,NULL
"L4520","D4294","2018-08-21",100,15.7,6.5,17,"P123","A3","L4504-L4599",NULL,NULL,"316514","1543","14738","298705",NULL,NULL,NULL,NULL
"L4521","D4329","2018-08-21",100,17.8,4.4,18,"P123","B3","L4504-L4599",NULL,NULL,"214702","2243","12167","199349",NULL,NULL,NULL,NULL
"L4522","D4343","2018-08-21",100,20.4,1.8,19,"P123","C3","L4504-L4599",NULL,NULL,"573","312","24","237",NULL,NULL,NULL,NULL
"L4523","D4415","2018-08-21",100,16.7,5.5,20,"P123","D3","L4504-L4599",NULL,NULL,"209871","1452","11898","195617",NULL,NULL,NULL,NULL
"L4524","D4494","2018-08-21",100,20,2.2,21,"P123","E3","L4504-L4599",NULL,NULL,"305010","2050","18656","282913",NULL,NULL,NULL,NULL
"L4525","D4522","2018-08-21",100,21.4,0.8,22,"P123","F3","L4504-L4599",NULL,NULL,"171283","648","11569","158320",NULL,NULL,NULL,NULL
"L4526","D4527","2018-08-21",100,17.9,4.3,23,"P123","G3","L4504-L4599",NULL,NULL,"363004","1194","21764","338500",NULL,NULL,NULL,NULL
"L4527","D4537","2018-08-21",100,18.3,3.9,24,"P123","H3","L4504-L4599",NULL,NULL,"322021","2220","17531","300685",NULL,NULL,NULL,NULL
"L4528","D4540","2018-08-21",100,15.5,6.7,25,"P123","A4","L4504-L4599",NULL,NULL,"114132","686","6803","106190",NULL,NULL,NULL,NULL
"L4529","D4547","2018-08-21",100,17.4,4.8,26,"P123","B4","L4504-L4599",NULL,NULL,"251448","11033","14971","224333",NULL,NULL,NULL,NULL
"L4530","D4548","2018-08-21",100,21.5,0.7,27,"P123","C4","L4504-L4599",NULL,NULL,"196754","1583","12059","182201",NULL,NULL,NULL,NULL
"L4531","D4555","2018-08-21",100,18.9,3.3,28,"P123","D4","L4504-L4599",NULL,NULL,"63356","1306","3579","58178",NULL,NULL,NULL,NULL
"L4532","D4576","2018-08-21",100,20.2,2,29,"P123","E4","L4504-L4599",NULL,NULL,"259515","1318","15959","241033",NULL,NULL,NULL,NULL
"L4533","D4583","2018-08-21",100,14.8,7.4,30,"P123","F4","L4504-L4599",NULL,NULL,"110916","959","8398","101039",NULL,NULL,NULL,NULL
"L4534","D4585","2018-08-21",100,16,6.2,31,"P123","G4","L4504-L4599",NULL,NULL,"120058","1118","8279","110112",NULL,NULL,NULL,NULL
"L4535","D5290","2018-08-21",100,19.4,2.8,32,"P123","H4","L4504-L4599",NULL,NULL,"118027","819","8223","108499",NULL,NULL,NULL,NULL
"L4536","D5501","2018-08-21",100,18.7,3.5,33,"P123","A5","L4504-L4599",NULL,NULL,"210118","876","18026","190275",NULL,NULL,NULL,NULL
"L4537","D5503","2018-08-21",100,17.4,4.8,34,"P123","B5","L4504-L4599",NULL,NULL,"240562","1136","16752","221547",NULL,NULL,NULL,NULL
"L4538","D5506","2018-08-21",100,15,7.2,35,"P123","C5","L4504-L4599",NULL,NULL,"191809","1429","14996","174527",NULL,NULL,NULL,NULL
"L4539","D5507","2018-08-21",100,17.6,4.6,36,"P123","D5","L4504-L4599",NULL,NULL,"153873","1526","11736","139917",NULL,NULL,NULL,NULL
"L4540","D5524","2018-08-21",100,16.3,5.9,37,"P123","E5","L4504-L4599",NULL,NULL,"260457","2256","18550","238457",NULL,NULL,NULL,NULL
"L4541","D5529","2018-08-21",100,14.8,7.4,38,"P123","F5","L4504-L4599",NULL,NULL,"187055","1291","12383","172465",NULL,NULL,NULL,NULL
"L4542","D5532","2018-08-21",100,18.7,3.5,39,"P123","G5","L4504-L4599",NULL,NULL,"177395","1124","12052","163413",NULL,NULL,NULL,NULL
"L4543","D5539","2018-08-21",100,15.5,6.7,40,"P123","H5","L4504-L4599",NULL,NULL,"117832","674","9119","107490",NULL,NULL,NULL,NULL
"L4544","D5562","2018-08-21",100,20.8,1.4,41,"P123","A6","L4504-L4599",NULL,NULL,"60776","657","4267","55577",NULL,NULL,NULL,NULL
"L4545","D5565","2018-08-21",100,17.3,4.9,42,"P123","B6","L4504-L4599",NULL,NULL,"120245","1581","8660","109487",NULL,NULL,NULL,NULL
"L4546","D5576","2018-08-21",100,20,2.2,43,"P123","C6","L4504-L4599",NULL,NULL,"177607","1034","11240","164524",NULL,NULL,NULL,NULL
"L4547","D5581","2018-08-21",100,16.4,5.8,44,"P123","D6","L4504-L4599",NULL,NULL,"195830","1019","9709","184107",NULL,NULL,NULL,NULL
"L4548","D5595","2018-08-21",100,18.6,3.6,45,"P123","E6","L4504-L4599",NULL,NULL,"178718","1386","8923","167593",NULL,NULL,NULL,NULL
"L4549","D5599","2018-08-21",100,14.9,7.3,46,"P123","F6","L4504-L4599",NULL,NULL,"142474","1039","7442","133328",NULL,NULL,NULL,NULL
"L4550","D5603","2018-08-21",100,16.2,6,47,"P123","G6","L4504-L4599",NULL,NULL,"191185","1279","9276","179698",NULL,NULL,NULL,NULL
"L4551","D5618","2018-08-21",100,17.4,4.8,48,"P123","H6","L4504-L4599",NULL,NULL,"210798","1647","10490","197661",NULL,NULL,NULL,NULL
"L4552","D5622","2018-08-21",100,16.2,6,1,"P124","A7","L4504-L4599",NULL,NULL,"269821","1651","11403","254929",NULL,NULL,NULL,NULL
"L4553","D5665","2018-08-21",100,15.7,6.5,2,"P124","B7","L4504-L4599",NULL,NULL,"209329","2652","10888","194307",NULL,NULL,NULL,NULL
"L4554","D5670","2018-08-21",100,16.5,5.7,3,"P124","C7","L4504-L4599",NULL,NULL,"242973","949","9609","230819",NULL,NULL,NULL,NULL
"L4555","D5676","2018-08-21",100,15.2,7,4,"P124","D7","L4504-L4599",NULL,NULL,"199184","1178","8969","187702",NULL,NULL,NULL,NULL
"L4556","D5683","2018-08-21",100,19.4,2.8,5,"P124","E7","L4504-L4599",NULL,NULL,"201856","1508","10556","188546",NULL,NULL,NULL,NULL
"L4557","D5695","2018-08-21",100,15.7,6.5,6,"P124","F7","L4504-L4599",NULL,NULL,"126245","685","5896","118825",NULL,NULL,NULL,NULL
"L4558","D5699","2018-08-21",100,16.4,5.8,7,"P124","G7","L4504-L4599",NULL,NULL,"130589","693","7414","121679",NULL,NULL,NULL,NULL
